RENTA_Tabla1.csv,"Indicadores de renta media y mediana",RENTA
RENTA_Tabla2.csv,"Distribución por fuente de ingresos",RENTA
RENTA_Tabla3.csv,"Indice de Gini",RENTA
RENTA_Tabla4.csv,"Distribución de la renta P80/P20",RENTA
