AENA_Tabla1.csv,"Pasajeros","INFRAESTRUCTURAS"
AENA_Tabla2.csv,"Operaciones","INFRAESTRUCTURAS"
AENA_Tabla3.csv,"Mercancías","INFRAESTRUCTURAS"
